SCHOOLNAME	Region	SaleDate	MealType	TotalMealCount
IDEA Round Rock Tech Academy	AUR	2024-04-18	Breakfast	436
IDEA Round Rock Tech Academy	AUR	2024-04-18	CACFP Supper	68
IDEA Round Rock Tech Academy	AUR	2024-04-18	Lunch	450
IDEA Round Rock Tech Academy	AUR	2024-04-19	Breakfast	374
IDEA Round Rock Tech Academy	AUR	2024-04-19	CACFP Supper	57
IDEA Round Rock Tech Academy	AUR	2024-04-19	Lunch	492
IDEA Round Rock Tech College Preparatory	AUR	2024-04-15	Breakfast	129
IDEA Round Rock Tech College Preparatory	AUR	2024-04-15	CACFP Supper	13
IDEA Round Rock Tech College Preparatory	AUR	2024-04-15	Lunch	316
IDEA Round Rock Tech College Preparatory	AUR	2024-04-16	Breakfast	137
IDEA Round Rock Tech College Preparatory	AUR	2024-04-16	CACFP Supper	10
IDEA Round Rock Tech College Preparatory	AUR	2024-04-16	Lunch	272
IDEA Round Rock Tech College Preparatory	AUR	2024-04-17	Breakfast	139
IDEA Round Rock Tech College Preparatory	AUR	2024-04-17	CACFP Supper	12
IDEA Round Rock Tech College Preparatory	AUR	2024-04-17	Lunch	288
IDEA Round Rock Tech College Preparatory	AUR	2024-04-18	Breakfast	128
IDEA Round Rock Tech College Preparatory	AUR	2024-04-18	CACFP Supper	6
IDEA Round Rock Tech College Preparatory	AUR	2024-04-18	Lunch	393
IDEA Round Rock Tech College Preparatory	AUR	2024-04-19	Breakfast	133
IDEA Round Rock Tech College Preparatory	AUR	2024-04-19	CACFP Supper	9
IDEA Round Rock Tech College Preparatory	AUR	2024-04-19	Lunch	328
IDEA Rundberg Academy	AUR	2024-04-15	Breakfast	278
IDEA Rundberg Academy	AUR	2024-04-15	CACFP Supper	287
IDEA Rundberg Academy	AUR	2024-04-15	Lunch	550
IDEA Rundberg Academy	AUR	2024-04-16	Breakfast	374
IDEA Rundberg Academy	AUR	2024-04-16	CACFP Supper	284
IDEA Rundberg Academy	AUR	2024-04-16	Lunch	574
IDEA Rundberg Academy	AUR	2024-04-17	Breakfast	351
IDEA Rundberg Academy	AUR	2024-04-17	CACFP Supper	253
IDEA Rundberg Academy	AUR	2024-04-17	Lunch	580
IDEA Rundberg Academy	AUR	2024-04-18	Breakfast	317
IDEA Rundberg Academy	AUR	2024-04-18	CACFP Supper	285
IDEA Rundberg Academy	AUR	2024-04-18	Lunch	593
IDEA Rundberg Academy	AUR	2024-04-19	Breakfast	341
IDEA Rundberg Academy	AUR	2024-04-19	CACFP Supper	265
IDEA Rundberg Academy	AUR	2024-04-19	Lunch	551
IDEA Rundberg College Preparatory	AUR	2024-04-15	Breakfast	245
IDEA Rundberg College Preparatory	AUR	2024-04-15	Lunch	590
IDEA Rundberg College Preparatory	AUR	2024-04-16	Breakfast	246
IDEA Rundberg College Preparatory	AUR	2024-04-16	Lunch	614
IDEA Rundberg College Preparatory	AUR	2024-04-17	Breakfast	264
IDEA Rundberg College Preparatory	AUR	2024-04-17	Lunch	578
IDEA Rundberg College Preparatory	AUR	2024-04-18	Breakfast	283
IDEA Rundberg College Preparatory	AUR	2024-04-18	Lunch	587
IDEA Rundberg College Preparatory	AUR	2024-04-19	Breakfast	263
IDEA Rundberg College Preparatory	AUR	2024-04-19	Lunch	616
IDEA San Benito Academy	LRGV	2024-04-15	Breakfast	435
IDEA San Benito Academy	LRGV	2024-04-15	CACFP Supper	20
IDEA San Benito Academy	LRGV	2024-04-15	CACFP Supper	80
IDEA San Benito Academy	LRGV	2024-04-15	Lunch	541
IDEA San Benito Academy	LRGV	2024-04-16	Breakfast	422
IDEA San Benito Academy	LRGV	2024-04-16	CACFP Supper	18
IDEA San Benito Academy	LRGV	2024-04-16	CACFP Supper	91
IDEA San Benito Academy	LRGV	2024-04-16	Lunch	533
IDEA San Benito Academy	LRGV	2024-04-17	Breakfast	441
IDEA San Benito Academy	LRGV	2024-04-17	CACFP Supper	19
IDEA San Benito Academy	LRGV	2024-04-17	CACFP Supper	116
IDEA San Benito Academy	LRGV	2024-04-17	Lunch	549
IDEA San Benito Academy	LRGV	2024-04-18	Breakfast	465
IDEA San Benito Academy	LRGV	2024-04-18	CACFP Supper	21
IDEA San Benito Academy	LRGV	2024-04-18	CACFP Supper	89
IDEA San Benito Academy	LRGV	2024-04-18	Lunch	553
IDEA San Benito Academy	LRGV	2024-04-19	Breakfast	398
IDEA San Benito Academy	LRGV	2024-04-19	CACFP Supper	21
IDEA San Benito Academy	LRGV	2024-04-19	CACFP Supper	79
IDEA San Benito Academy	LRGV	2024-04-19	Lunch	540
IDEA San Benito College Preparatory	LRGV	2024-04-15	Breakfast	294
IDEA San Benito College Preparatory	LRGV	2024-04-15	CACFP Supper	88
IDEA San Benito College Preparatory	LRGV	2024-04-15	Lunch	651
IDEA San Benito College Preparatory	LRGV	2024-04-16	Breakfast	277
IDEA San Benito College Preparatory	LRGV	2024-04-16	CACFP Supper	89
IDEA San Benito College Preparatory	LRGV	2024-04-16	Lunch	646
IDEA San Benito College Preparatory	LRGV	2024-04-17	Breakfast	310
IDEA San Benito College Preparatory	LRGV	2024-04-17	CACFP Supper	73
IDEA San Benito College Preparatory	LRGV	2024-04-17	Lunch	627
IDEA San Benito College Preparatory	LRGV	2024-04-18	Breakfast	287
IDEA San Benito College Preparatory	LRGV	2024-04-18	CACFP Supper	84
IDEA San Benito College Preparatory	LRGV	2024-04-18	Lunch	564
IDEA San Benito College Preparatory	LRGV	2024-04-19	Breakfast	336
IDEA San Benito College Preparatory	LRGV	2024-04-19	CACFP Supper	82
IDEA San Benito College Preparatory	LRGV	2024-04-19	Lunch	552
IDEA San Juan Academy	MRGV	2024-04-15	Breakfast	564
IDEA San Juan Academy	MRGV	2024-04-15	CACFP Supper	143
IDEA San Juan Academy	MRGV	2024-04-15	CACFP Supper	4
IDEA San Juan Academy	MRGV	2024-04-15	Lunch	624
IDEA San Juan Academy	MRGV	2024-04-16	Breakfast	541
IDEA San Juan Academy	MRGV	2024-04-16	CACFP Supper	124
IDEA San Juan Academy	MRGV	2024-04-16	Lunch	657
IDEA San Juan Academy	MRGV	2024-04-17	Breakfast	544
IDEA San Juan Academy	MRGV	2024-04-17	CACFP Supper	133
IDEA San Juan Academy	MRGV	2024-04-17	CACFP Supper	6
IDEA San Juan Academy	MRGV	2024-04-17	Lunch	631
IDEA San Juan Academy	MRGV	2024-04-18	Breakfast	424
IDEA San Juan Academy	MRGV	2024-04-18	CACFP Supper	124
IDEA San Juan Academy	MRGV	2024-04-18	Lunch	616
IDEA San Juan Academy	MRGV	2024-04-19	Breakfast	546
IDEA San Juan Academy	MRGV	2024-04-19	CACFP Supper	85
IDEA San Juan Academy	MRGV	2024-04-19	CACFP Supper	8
IDEA San Juan Academy	MRGV	2024-04-19	Lunch	590
IDEA San Juan College Preparatory	MRGV	2024-04-15	Breakfast	448
IDEA San Juan College Preparatory	MRGV	2024-04-15	CACFP Supper	38
IDEA San Juan College Preparatory	MRGV	2024-04-15	Lunch	572
IDEA San Juan College Preparatory	MRGV	2024-04-16	Breakfast	461
IDEA San Juan College Preparatory	MRGV	2024-04-16	CACFP Supper	24
IDEA San Juan College Preparatory	MRGV	2024-04-16	Lunch	567
IDEA San Juan College Preparatory	MRGV	2024-04-17	Breakfast	513
IDEA San Juan College Preparatory	MRGV	2024-04-17	CACFP Supper	51
IDEA San Juan College Preparatory	MRGV	2024-04-17	Lunch	537
IDEA San Juan College Preparatory	MRGV	2024-04-18	Breakfast	351
IDEA San Juan College Preparatory	MRGV	2024-04-18	CACFP Supper	30
IDEA San Juan College Preparatory	MRGV	2024-04-18	Lunch	484
IDEA San Juan College Preparatory	MRGV	2024-04-19	Breakfast	454
IDEA San Juan College Preparatory	MRGV	2024-04-19	CACFP Supper	33
IDEA San Juan College Preparatory	MRGV	2024-04-19	Lunch	543
IDEA South Flores Academy	WSAR	2024-04-15	Breakfast	515
IDEA South Flores Academy	WSAR	2024-04-15	CACFP Supper	582
IDEA South Flores Academy	WSAR	2024-04-15	Lunch	603
IDEA South Flores Academy	WSAR	2024-04-16	Breakfast	568
IDEA South Flores Academy	WSAR	2024-04-16	CACFP Supper	582
IDEA South Flores Academy	WSAR	2024-04-16	Lunch	598
IDEA South Flores Academy	WSAR	2024-04-17	Breakfast	592
IDEA South Flores Academy	WSAR	2024-04-17	CACFP Supper	622
IDEA South Flores Academy	WSAR	2024-04-17	Lunch	624
IDEA South Flores Academy	WSAR	2024-04-18	Breakfast	554
IDEA South Flores Academy	WSAR	2024-04-18	CACFP Supper	597
IDEA South Flores Academy	WSAR	2024-04-18	Lunch	640
IDEA South Flores Academy	WSAR	2024-04-19	Breakfast	512
IDEA South Flores Academy	WSAR	2024-04-19	CACFP Supper	573
IDEA South Flores Academy	WSAR	2024-04-19	Lunch	650
IDEA South Flores College Preparatory	WSAR	2024-04-15	Breakfast	238
IDEA South Flores College Preparatory	WSAR	2024-04-15	CACFP Supper	25
IDEA South Flores College Preparatory	WSAR	2024-04-15	Lunch	614
IDEA South Flores College Preparatory	WSAR	2024-04-16	Breakfast	245
IDEA South Flores College Preparatory	WSAR	2024-04-16	CACFP Supper	29
IDEA South Flores College Preparatory	WSAR	2024-04-16	Lunch	598
IDEA South Flores College Preparatory	WSAR	2024-04-17	Breakfast	322
IDEA South Flores College Preparatory	WSAR	2024-04-17	CACFP Supper	29
IDEA South Flores College Preparatory	WSAR	2024-04-17	Lunch	647
IDEA South Flores College Preparatory	WSAR	2024-04-18	Breakfast	255
IDEA South Flores College Preparatory	WSAR	2024-04-18	CACFP Supper	19
IDEA South Flores College Preparatory	WSAR	2024-04-18	Lunch	627
IDEA South Flores College Preparatory	WSAR	2024-04-19	Breakfast	209
IDEA South Flores College Preparatory	WSAR	2024-04-19	CACFP Supper	29
IDEA South Flores College Preparatory	WSAR	2024-04-19	Lunch	552
IDEA Southeast Academy	TRCR	2024-04-15	Breakfast	367
IDEA Southeast Academy	TRCR	2024-04-15	CACFP Supper	496
IDEA Southeast Academy	TRCR	2024-04-15	Lunch	516
IDEA Southeast Academy	TRCR	2024-04-16	Breakfast	396
IDEA Southeast Academy	TRCR	2024-04-16	CACFP Supper	499
IDEA Southeast Academy	TRCR	2024-04-16	Lunch	497
IDEA Southeast Academy	TRCR	2024-04-17	Breakfast	427
IDEA Southeast Academy	TRCR	2024-04-17	CACFP Supper	493
IDEA Southeast Academy	TRCR	2024-04-17	Lunch	521
IDEA Southeast Academy	TRCR	2024-04-18	Breakfast	401
IDEA Southeast Academy	TRCR	2024-04-18	CACFP Supper	506
IDEA Southeast Academy	TRCR	2024-04-18	Lunch	511
IDEA Southeast Academy	TRCR	2024-04-19	Breakfast	385
IDEA Southeast Academy	TRCR	2024-04-19	CACFP Supper	450
IDEA Southeast Academy	TRCR	2024-04-19	Lunch	497
IDEA Southeast College Preparatory	TRCR	2024-04-15	Breakfast	214
IDEA Southeast College Preparatory	TRCR	2024-04-15	CACFP Supper	132
IDEA Southeast College Preparatory	TRCR	2024-04-15	Lunch	279
IDEA Southeast College Preparatory	TRCR	2024-04-16	Breakfast	216
IDEA Southeast College Preparatory	TRCR	2024-04-16	CACFP Supper	128
IDEA Southeast College Preparatory	TRCR	2024-04-16	Lunch	268
IDEA Southeast College Preparatory	TRCR	2024-04-17	Breakfast	244
IDEA Southeast College Preparatory	TRCR	2024-04-17	CACFP Supper	107
IDEA Southeast College Preparatory	TRCR	2024-04-17	Lunch	323
IDEA Southeast College Preparatory	TRCR	2024-04-18	Breakfast	235
IDEA Southeast College Preparatory	TRCR	2024-04-18	CACFP Supper	146
IDEA Southeast College Preparatory	TRCR	2024-04-18	Lunch	284
IDEA Southeast College Preparatory	TRCR	2024-04-19	Breakfast	213
IDEA Southeast College Preparatory	TRCR	2024-04-19	CACFP Supper	93
IDEA Southeast College Preparatory	TRCR	2024-04-19	Lunch	272
IDEA Spears Academy	HOUR	2024-04-15	Breakfast	512
IDEA Spears Academy	HOUR	2024-04-15	CACFP Supper	131
IDEA Spears Academy	HOUR	2024-04-15	Lunch	546
IDEA Spears Academy	HOUR	2024-04-16	Breakfast	493
IDEA Spears Academy	HOUR	2024-04-16	CACFP Supper	72
IDEA Spears Academy	HOUR	2024-04-16	Lunch	612
IDEA Spears Academy	HOUR	2024-04-17	Breakfast	516
IDEA Spears Academy	HOUR	2024-04-17	CACFP Supper	150
IDEA Spears Academy	HOUR	2024-04-17	Lunch	531
IDEA Spears Academy	HOUR	2024-04-18	Breakfast	520
IDEA Spears Academy	HOUR	2024-04-18	CACFP Supper	87
IDEA Spears Academy	HOUR	2024-04-18	Lunch	523
IDEA Spears Academy	HOUR	2024-04-19	Breakfast	536
IDEA Spears Academy	HOUR	2024-04-19	CACFP Supper	13
IDEA Spears Academy	HOUR	2024-04-19	Lunch	521
IDEA Spears College Preparatory	HOUR	2024-04-15	Breakfast	316
IDEA Spears College Preparatory	HOUR	2024-04-15	Lunch	405
IDEA Spears College Preparatory	HOUR	2024-04-16	Breakfast	323
IDEA Spears College Preparatory	HOUR	2024-04-16	Lunch	401
IDEA Spears College Preparatory	HOUR	2024-04-17	Breakfast	309
IDEA Spears College Preparatory	HOUR	2024-04-17	Lunch	347
IDEA Spears College Preparatory	HOUR	2024-04-18	Breakfast	316
IDEA Spears College Preparatory	HOUR	2024-04-18	Lunch	424
IDEA Spears College Preparatory	HOUR	2024-04-19	Breakfast	326
IDEA Spears College Preparatory	HOUR	2024-04-19	Lunch	381
IDEA Sports Park Academy	LRGV	2024-04-15	Breakfast	455
IDEA Sports Park Academy	LRGV	2024-04-15	CACFP Supper	98
IDEA Sports Park Academy	LRGV	2024-04-15	Lunch	507
IDEA Sports Park Academy	LRGV	2024-04-16	Breakfast	434
IDEA Sports Park Academy	LRGV	2024-04-16	CACFP Supper	56
IDEA Sports Park Academy	LRGV	2024-04-16	Lunch	512
IDEA Sports Park Academy	LRGV	2024-04-17	Breakfast	452
IDEA Sports Park Academy	LRGV	2024-04-17	CACFP Supper	54
IDEA Sports Park Academy	LRGV	2024-04-17	Lunch	527
IDEA Sports Park Academy	LRGV	2024-04-18	Breakfast	460
IDEA Sports Park Academy	LRGV	2024-04-18	CACFP Supper	75
IDEA Sports Park Academy	LRGV	2024-04-18	Lunch	515
IDEA Sports Park Academy	LRGV	2024-04-19	Breakfast	469
IDEA Sports Park Academy	LRGV	2024-04-19	CACFP Supper	45
IDEA Sports Park Academy	LRGV	2024-04-19	Lunch	470
IDEA Sports Park College Preparatory	LRGV	2024-04-15	Breakfast	241
IDEA Sports Park College Preparatory	LRGV	2024-04-15	CACFP Supper	13
IDEA Sports Park College Preparatory	LRGV	2024-04-15	Lunch	318
IDEA Sports Park College Preparatory	LRGV	2024-04-16	Breakfast	235
IDEA Sports Park College Preparatory	LRGV	2024-04-16	CACFP Supper	26
IDEA Sports Park College Preparatory	LRGV	2024-04-16	Lunch	324
IDEA Sports Park College Preparatory	LRGV	2024-04-17	Breakfast	235
IDEA Sports Park College Preparatory	LRGV	2024-04-17	CACFP Supper	22
IDEA Sports Park College Preparatory	LRGV	2024-04-17	Lunch	333
IDEA Sports Park College Preparatory	LRGV	2024-04-18	Breakfast	241
IDEA Sports Park College Preparatory	LRGV	2024-04-18	CACFP Supper	40
IDEA Sports Park College Preparatory	LRGV	2024-04-18	Lunch	235
IDEA Sports Park College Preparatory	LRGV	2024-04-19	Breakfast	237
IDEA Sports Park College Preparatory	LRGV	2024-04-19	CACFP Supper	12
IDEA Sports Park College Preparatory	LRGV	2024-04-19	Lunch	275
IDEA Toros College Preparatory	MRGV	2024-04-15	Breakfast	212
IDEA Toros College Preparatory	MRGV	2024-04-15	CACFP Supper	35
IDEA Toros College Preparatory	MRGV	2024-04-15	Lunch	230
IDEA Toros College Preparatory	MRGV	2024-04-16	Breakfast	203
IDEA Toros College Preparatory	MRGV	2024-04-16	CACFP Supper	35
IDEA Toros College Preparatory	MRGV	2024-04-16	Lunch	282
IDEA Toros College Preparatory	MRGV	2024-04-17	Breakfast	176
IDEA Toros College Preparatory	MRGV	2024-04-17	CACFP Supper	35
IDEA Toros College Preparatory	MRGV	2024-04-17	Lunch	192
IDEA Toros College Preparatory	MRGV	2024-04-18	Breakfast	210
IDEA Toros College Preparatory	MRGV	2024-04-18	CACFP Supper	35
IDEA Toros College Preparatory	MRGV	2024-04-18	Lunch	258
IDEA Toros College Preparatory	MRGV	2024-04-19	Breakfast	172
IDEA Toros College Preparatory	MRGV	2024-04-19	CACFP Supper	35
IDEA Toros College Preparatory	MRGV	2024-04-19	Lunch	258
IDEA Travis Academy	PRBR	2024-04-15	Breakfast	666
IDEA Travis Academy	PRBR	2024-04-15	Breakfast	249
IDEA Travis Academy	PRBR	2024-04-15	CACFP Supper	91
IDEA Travis Academy	PRBR	2024-04-15	Lunch	657
IDEA Travis Academy	PRBR	2024-04-15	Lunch	299
IDEA Travis Academy	PRBR	2024-04-16	Breakfast	651
IDEA Travis Academy	PRBR	2024-04-16	Breakfast	246
IDEA Travis Academy	PRBR	2024-04-16	CACFP Supper	98
IDEA Travis Academy	PRBR	2024-04-16	Lunch	629
IDEA Travis Academy	PRBR	2024-04-16	Lunch	259
IDEA Travis Academy	PRBR	2024-04-17	Breakfast	666
IDEA Travis Academy	PRBR	2024-04-17	Breakfast	249
IDEA Travis Academy	PRBR	2024-04-17	CACFP Supper	97
IDEA Travis Academy	PRBR	2024-04-17	Lunch	612
IDEA Travis Academy	PRBR	2024-04-17	Lunch	298
IDEA Travis Academy	PRBR	2024-04-18	Breakfast	622
IDEA Travis Academy	PRBR	2024-04-18	Breakfast	256
IDEA Travis Academy	PRBR	2024-04-18	CACFP Supper	107
IDEA Travis Academy	PRBR	2024-04-18	Lunch	678
IDEA Travis Academy	PRBR	2024-04-18	Lunch	297
IDEA Travis Academy	PRBR	2024-04-19	Breakfast	626
IDEA Travis Academy	PRBR	2024-04-19	Breakfast	185
IDEA Travis Academy	PRBR	2024-04-19	CACFP Supper	84
IDEA Travis Academy	PRBR	2024-04-19	Lunch	668
IDEA Travis Academy	PRBR	2024-04-19	Lunch	212
IDEA Tres Lagos Academy	URGV	2024-04-15	Breakfast	590
IDEA Tres Lagos Academy	URGV	2024-04-15	CACFP Supper	208
IDEA Tres Lagos Academy	URGV	2024-04-15	Lunch	637
IDEA Tres Lagos Academy	URGV	2024-04-16	Breakfast	550
IDEA Tres Lagos Academy	URGV	2024-04-16	CACFP Supper	207
IDEA Tres Lagos Academy	URGV	2024-04-16	Lunch	652
IDEA Tres Lagos Academy	URGV	2024-04-17	Breakfast	560
IDEA Tres Lagos Academy	URGV	2024-04-17	CACFP Supper	69
IDEA Tres Lagos Academy	URGV	2024-04-17	Lunch	628
IDEA Tres Lagos Academy	URGV	2024-04-18	Breakfast	538
IDEA Tres Lagos Academy	URGV	2024-04-18	CACFP Supper	56
IDEA Tres Lagos Academy	URGV	2024-04-18	Lunch	505
IDEA Tres Lagos Academy	URGV	2024-04-19	Breakfast	527
IDEA Tres Lagos Academy	URGV	2024-04-19	CACFP Supper	39
IDEA Tres Lagos Academy	URGV	2024-04-19	Lunch	603
IDEA Tres Lagos College Preparatory	URGV	2024-04-15	Breakfast	366
IDEA Tres Lagos College Preparatory	URGV	2024-04-15	CACFP Supper	66
IDEA Tres Lagos College Preparatory	URGV	2024-04-15	Lunch	508
IDEA Tres Lagos College Preparatory	URGV	2024-04-16	Breakfast	334
IDEA Tres Lagos College Preparatory	URGV	2024-04-16	CACFP Supper	57
IDEA Tres Lagos College Preparatory	URGV	2024-04-16	Lunch	542
IDEA Tres Lagos College Preparatory	URGV	2024-04-17	Breakfast	341
IDEA Tres Lagos College Preparatory	URGV	2024-04-17	CACFP Supper	65
IDEA Tres Lagos College Preparatory	URGV	2024-04-17	Lunch	550
IDEA Tres Lagos College Preparatory	URGV	2024-04-18	Breakfast	331
IDEA Tres Lagos College Preparatory	URGV	2024-04-18	CACFP Supper	72
IDEA Tres Lagos College Preparatory	URGV	2024-04-18	Lunch	451
IDEA Tres Lagos College Preparatory	URGV	2024-04-19	Breakfast	333
IDEA Tres Lagos College Preparatory	URGV	2024-04-19	CACFP Supper	48
IDEA Tres Lagos College Preparatory	URGV	2024-04-19	Lunch	500
IDEA University Prep Academy	SOLA	2024-04-15	Breakfast	258
IDEA University Prep Academy	SOLA	2024-04-15	CACFP Supper	142
IDEA University Prep Academy	SOLA	2024-04-15	Lunch	293
IDEA University Prep Academy	SOLA	2024-04-16	Breakfast	277
IDEA University Prep Academy	SOLA	2024-04-16	Lunch	304
IDEA University Prep Academy	SOLA	2024-04-17	Breakfast	271
IDEA University Prep Academy	SOLA	2024-04-17	CACFP Supper	156
IDEA University Prep Academy	SOLA	2024-04-17	Lunch	290
IDEA University Prep Academy	SOLA	2024-04-18	Breakfast	271
IDEA University Prep Academy	SOLA	2024-04-18	CACFP Supper	142
IDEA University Prep Academy	SOLA	2024-04-18	Lunch	271
IDEA University Prep Academy	SOLA	2024-04-19	Breakfast	268
IDEA University Prep Academy	SOLA	2024-04-19	CACFP Supper	143
IDEA University Prep Academy	SOLA	2024-04-19	Lunch	276
IDEA University Prep College Preparatory	SOLA	2024-04-15	Breakfast	105
IDEA University Prep College Preparatory	SOLA	2024-04-15	Lunch	191
IDEA University Prep College Preparatory	SOLA	2024-04-16	Breakfast	103
IDEA University Prep College Preparatory	SOLA	2024-04-16	Lunch	183
IDEA University Prep College Preparatory	SOLA	2024-04-17	Breakfast	112
IDEA University Prep College Preparatory	SOLA	2024-04-17	Lunch	189
IDEA University Prep College Preparatory	SOLA	2024-04-18	Breakfast	99
IDEA University Prep College Preparatory	SOLA	2024-04-18	Lunch	172
IDEA University Prep College Preparatory	SOLA	2024-04-19	Breakfast	116
IDEA University Prep College Preparatory	SOLA	2024-04-19	Lunch	185
IDEA Valley View Academy	CINC	2024-04-15	Breakfast	233
IDEA Valley View Academy	CINC	2024-04-15	Lunch	258
IDEA Valley View Academy	CINC	2024-04-16	Breakfast	227
IDEA Valley View Academy	CINC	2024-04-16	Lunch	248
IDEA Valley View Academy	CINC	2024-04-17	Breakfast	245
IDEA Valley View Academy	CINC	2024-04-17	Lunch	261
IDEA Valley View Academy	CINC	2024-04-18	Breakfast	231
IDEA Valley View Academy	CINC	2024-04-18	Lunch	269
IDEA Valley View Academy	CINC	2024-04-19	Breakfast	223
IDEA Valley View Academy	CINC	2024-04-19	Lunch	255
IDEA Valley View College Preparatory	CINC	2024-04-15	Breakfast	36
IDEA Valley View College Preparatory	CINC	2024-04-15	Lunch	56
IDEA Valley View College Preparatory	CINC	2024-04-16	Breakfast	27
IDEA Valley View College Preparatory	CINC	2024-04-16	Lunch	64
IDEA Valley View College Preparatory	CINC	2024-04-17	Breakfast	31
IDEA Valley View College Preparatory	CINC	2024-04-17	Lunch	63
IDEA Valley View College Preparatory	CINC	2024-04-18	Breakfast	31
IDEA Valley View College Preparatory	CINC	2024-04-18	Lunch	60
IDEA Valley View College Preparatory	CINC	2024-04-19	Breakfast	24
IDEA Valley View College Preparatory	CINC	2024-04-19	Lunch	45
IDEA Victory Academy	TABR	2024-04-15	Breakfast	372
IDEA Victory Academy	TABR	2024-04-15	CACFP Supper	303
IDEA Victory Academy	TABR	2024-04-15	Lunch	421
IDEA Victory Academy	TABR	2024-04-16	Breakfast	359
IDEA Victory Academy	TABR	2024-04-16	CACFP Supper	280
IDEA Victory Academy	TABR	2024-04-16	Lunch	379
IDEA Victory Academy	TABR	2024-04-17	Breakfast	387
IDEA Victory Academy	TABR	2024-04-17	CACFP Supper	256
IDEA Victory Academy	TABR	2024-04-17	Lunch	390
IDEA Victory Academy	TABR	2024-04-18	Breakfast	400
IDEA Victory Academy	TABR	2024-04-18	CACFP Supper	343
IDEA Victory Academy	TABR	2024-04-18	Lunch	724
IDEA Victory Academy	TABR	2024-04-19	Breakfast	364
IDEA Victory Academy	TABR	2024-04-19	CACFP Supper	256
IDEA Victory Academy	TABR	2024-04-19	Lunch	395
IDEA Victory College Preparatory	TABR	2024-04-15	Breakfast	204
IDEA Victory College Preparatory	TABR	2024-04-15	Lunch	321
IDEA Victory College Preparatory	TABR	2024-04-16	Breakfast	220
IDEA Victory College Preparatory	TABR	2024-04-16	Lunch	324
IDEA Victory College Preparatory	TABR	2024-04-17	Breakfast	206
IDEA Victory College Preparatory	TABR	2024-04-17	Lunch	334
IDEA Victory College Preparatory	TABR	2024-04-18	Breakfast	200
IDEA Victory College Preparatory	TABR	2024-04-19	Breakfast	192
IDEA Victory College Preparatory	TABR	2024-04-19	Lunch	335
IDEA Walzem Academy	ESAR	2024-04-15	Breakfast	445
IDEA Walzem Academy	ESAR	2024-04-15	Lunch	494
IDEA Walzem Academy	ESAR	2024-04-16	Breakfast	428
IDEA Walzem Academy	ESAR	2024-04-16	CACFP Supper	344
IDEA Walzem Academy	ESAR	2024-04-16	Lunch	516
IDEA Walzem Academy	ESAR	2024-04-17	Breakfast	450
IDEA Walzem Academy	ESAR	2024-04-17	CACFP Supper	364
IDEA Walzem Academy	ESAR	2024-04-17	Lunch	490
IDEA Walzem Academy	ESAR	2024-04-18	Breakfast	455
IDEA Walzem Academy	ESAR	2024-04-18	CACFP Supper	369
IDEA Walzem Academy	ESAR	2024-04-18	Lunch	464
IDEA Walzem Academy	ESAR	2024-04-19	Breakfast	435
IDEA Walzem Academy	ESAR	2024-04-19	CACFP Supper	332
IDEA Walzem Academy	ESAR	2024-04-19	Lunch	479
IDEA Walzem College Preparatory	ESAR	2024-04-15	Breakfast	452
IDEA Walzem College Preparatory	ESAR	2024-04-15	Lunch	516
IDEA Walzem College Preparatory	ESAR	2024-04-16	Breakfast	509
IDEA Walzem College Preparatory	ESAR	2024-04-16	CACFP Supper	45
IDEA Walzem College Preparatory	ESAR	2024-04-16	Lunch	571
IDEA Walzem College Preparatory	ESAR	2024-04-17	Breakfast	502
IDEA Walzem College Preparatory	ESAR	2024-04-17	CACFP Supper	45
IDEA Walzem College Preparatory	ESAR	2024-04-17	Lunch	526
IDEA Walzem College Preparatory	ESAR	2024-04-18	Breakfast	475
IDEA Walzem College Preparatory	ESAR	2024-04-18	CACFP Supper	53
IDEA Walzem College Preparatory	ESAR	2024-04-18	Lunch	564
IDEA Walzem College Preparatory	ESAR	2024-04-19	Breakfast	477
IDEA Walzem College Preparatory	ESAR	2024-04-19	CACFP Supper	49
IDEA Walzem College Preparatory	ESAR	2024-04-19	Lunch	496
IDEA Weslaco Academy	LRGV	2024-04-15	Breakfast	542
IDEA Weslaco Academy	LRGV	2024-04-15	CACFP Supper	178
IDEA Weslaco Academy	LRGV	2024-04-15	Lunch	587
IDEA Weslaco Academy	LRGV	2024-04-16	Breakfast	547
IDEA Weslaco Academy	LRGV	2024-04-16	CACFP Supper	170
IDEA Weslaco Academy	LRGV	2024-04-16	Lunch	614
IDEA Weslaco Academy	LRGV	2024-04-17	Breakfast	560
IDEA Weslaco Academy	LRGV	2024-04-17	CACFP Supper	174
IDEA Weslaco Academy	LRGV	2024-04-17	Lunch	596
IDEA Weslaco Academy	LRGV	2024-04-18	Breakfast	565
IDEA Weslaco Academy	LRGV	2024-04-18	CACFP Supper	165
IDEA Weslaco Academy	LRGV	2024-04-18	Lunch	607
IDEA Weslaco Academy	LRGV	2024-04-19	Breakfast	480
IDEA Weslaco Academy	LRGV	2024-04-19	CACFP Supper	78
IDEA Weslaco Academy	LRGV	2024-04-19	Lunch	507
IDEA Weslaco College Preparatory	LRGV	2024-04-15	Breakfast	426
IDEA Weslaco College Preparatory	LRGV	2024-04-15	CACFP Supper	45
IDEA Weslaco College Preparatory	LRGV	2024-04-15	Lunch	575
IDEA Weslaco College Preparatory	LRGV	2024-04-16	Breakfast	458
